municipio.1	municipio.2	municipio.3	diabetes-tipo-dois-2004	diabetes-tipo-dois-2005	diabetes-tipo-dois-2006	diabetes-tipo-dois-2007	diabetes-tipo-dois-2008	diabetes-tipo-dois-2009	diabetes-tipo-dois-2010	diabetes-tipo-dois-2011	diabetes-tipo-dois-2012	diabetes-tipo-dois-2013	sifilis-congenita-2004	sifilis-congenita-2005	sifilis-congenita-2006	sifilis-congenita-2007	sifilis-congenita-2008	sifilis-congenita-2009	sifilis-congenita-2010	sifilis-congenita-2011	sifilis-congenita-2012	sifilis-congenita-2013	sifilis-gestante-2004	sifilis-gestante-2005	sifilis-gestante-2006	sifilis-gestante-2007	sifilis-gestante-2008	sifilis-gestante-2009	sifilis-gestante-2010	sifilis-gestante-2011	sifilis-gestante-2012	sifilis-gestante-2013
292580	2925808	Queimadas	0	22	13	11	3	12	9	13	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
292590	2925907	Quijingue	0	3	2	3	2	16	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
292593	2925931	Quixabeira	0	3	0	2	0	5	5	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
292595	2925956	Rafael Jambeiro	8	14	10	6	9	16	14	15	6	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	1	0	3
292600	2926004	Remanso	5	1	14	8	14	12	10	4	3	0	0	2	0	4	4	1	0	0	0	0	0	0	0	1	6	0	1	3	0	6
292610	2926103	Retirolândia	0	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
292620	2926202	Riachão das Neves	5	2	4	1	2	4	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
292630	2926301	Riachão do Jacuípe	5	9	8	4	1	8	3	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1	0	3	0
292640	2926400	Riacho de Santana	0	0	0	0	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292650	2926509	Ribeira do Amparo	18	7	8	11	4	15	19	8	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	0
292660	2926608	Ribeira do Pombal	0	32	72	34	16	12	5	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
292665	2926657	Ribeirão do Largo	0	0	8	0	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
292670	2926707	Rio de Contas	0	1	0	0	0	1	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292680	2926806	Rio do Antônio	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292690	2926905	Rio do Pires	1	0	4	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292700	2927002	Rio Real	0	1	0	1	13	18	36	8	11	0	0	1	1	0	0	2	0	3	3	0	0	0	1	2	2	4	6	5	9	3
292710	2927101	Rodelas	0	2	0	0	0	6	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1
292720	2927200	Ruy Barbosa	0	0	0	0	1	13	0	5	0	0	0	2	1	0	0	0	0	4	0	1	0	0	0	3	0	0	0	9	3	8
292730	2927309	Salinas da Margarida	2	5	11	6	4	4	4	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4
292740	2927408	Salvador	274	370	572	386	286	274	367	296	227	0	68	120	84	91	65	40	100	210	309	433	0	1	1	43	35	63	162	283	383	493
292750	2927507	Santa Bárbara	0	0	0	11	8	7	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
292760	2927606	Santa Brígida	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
292770	2927705	Santa Cruz Cabrália	0	0	25	10	0	0	5	1	6	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	2	0	2	0	8
292780	2927804	Santa Cruz da Vitória	0	2	5	3	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
292790	2927903	Santa Inês	0	7	10	4	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
292800	2928000	Santaluz	1	2	5	6	6	2	2	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
292805	2928059	Santa Luzia	0	0	4	14	3	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
292810	2928109	Santa Maria da Vitória	1	0	0	2	12	10	8	25	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
292820	2928208	Santana	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292830	2928307	Santanópolis	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292840	2928406	Santa Rita de Cássia	0	0	0	0	0	0	8	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
292850	2928505	Santa Teresinha	4	3	4	3	3	3	2	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	2
292860	2928604	Santo Amaro	0	0	1	0	3	7	10	0	3	1	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	2	0	0	1
292870	2928703	Santo Antônio de Jesus	8	27	66	77	38	24	54	32	34	3	0	2	1	1	0	2	5	3	22	24	0	3	0	4	10	4	10	4	28	11
292880	2928802	Santo Estevão	0	5	4	33	19	17	24	18	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
292890	2928901	São Desidério	0	0	0	0	0	2	11	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2
292895	2928950	São Domingos	0	8	2	11	7	3	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
292900	2929008	São Félix	0	0	0	20	3	2	5	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2
292905	2929057	São Félix do Coribe	0	0	3	5	1	3	6	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
292910	2929107	São Felipe	0	13	16	7	4	9	1	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292920	2929206	São Francisco do Conde	0	1	0	0	0	12	19	19	6	0	0	0	0	0	0	1	1	1	1	2	0	0	0	0	0	0	3	1	0	4
292925	2929255	São Gabriel	1	7	9	3	12	8	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292930	2929305	São Gonçalo dos Campos	0	8	1	34	6	9	2	18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1
292935	2929354	São José da Vitória	0	7	8	2	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	2
292937	2929370	São José do Jacuípe	0	1	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
292940	2929404	São Miguel das Matas	0	0	0	0	0	4	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292950	2929503	São Sebastião do Passe	3	4	12	15	32	22	16	20	8	2	0	2	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	1	1	4
292960	2929602	Sapeaçu	0	20	1	2	12	4	1	6	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
292970	2929701	Sátiro Dias	0	1	2	3	2	8	10	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292975	2929750	Saubara	0	0	0	3	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
292980	2929800	Saúde	0	0	4	10	7	7	10	11	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0
292990	2929909	Seabra	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	3
293000	2930006	Sebastião Laranjeiras	0	7	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293010	2930105	Senhor do Bonfim	63	24	45	49	22	13	51	57	20	0	0	0	0	2	1	1	0	1	8	8	0	0	0	4	3	6	3	11	16	11
293015	2930154	Serra do Ramalho	0	0	3	7	10	16	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
293020	2930204	Sento Sé	0	0	0	0	0	27	16	0	0	0	0	0	0	0	0	1	3	0	1	1	0	0	0	0	0	3	5	7	1	4
293030	2930303	Serra Dourada	0	3	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
293040	2930402	Serra Preta	0	3	3	0	0	0	2	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
293050	2930501	Serrinha	4	0	8	0	0	12	12	23	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	3	1	2	1	2	3
293060	2930600	Serrolandia	0	0	0	9	0	14	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1
293070	2930709	Simões Filho	1	0	19	24	6	0	54	35	8	0	0	0	1	0	5	2	0	6	5	2	0	0	0	0	0	0	0	6	6	2
293075	2930758	Sítio do Mato	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
293076	2930766	Sítio do Quinto	0	0	2	0	0	0	22	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
293077	2930774	Sobradinho	1	6	10	2	0	9	13	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	4
293080	2930808	Souto Soares	0	0	0	3	2	3	2	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
293090	2930907	Tabocas do Brejo Velho	0	0	0	7	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293100	2931004	Tanhacu	8	3	9	14	2	5	4	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293105	2931053	Tanque Novo	0	3	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293110	2931103	Tanquinho	2	2	2	6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1
293120	2931202	Taperoá	0	1	5	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
293130	2931301	Tapiramutá	0	0	2	8	2	0	0	6	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	4	4	2
293135	2931350	Teixeira de Freitas	11	16	21	29	56	25	32	18	40	0	0	0	0	0	1	31	22	22	37	31	0	0	0	6	2	17	44	33	43	43
293140	2931400	Teodoro Sampaio	2	3	16	3	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1
293150	2931509	Teofilândia	0	3	9	22	6	11	6	28	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
293160	2931608	Teolândia	0	2	5	3	2	0	2	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2
293170	2931707	Terra Nova	0	4	4	4	3	4	5	28	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	4	1	5
293180	2931806	Tremedal	0	0	0	0	0	4	1	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293190	2931905	Tucano	0	67	9	12	7	16	11	20	13	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
293200	2932002	Uauá	0	65	17	11	11	6	4	2	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293210	2932101	Ubaíra	1	18	7	12	7	0	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1
293220	2932200	Ubaitaba	33	10	14	2	3	4	1	31	15	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
293230	2932309	Ubatã	0	0	0	0	0	16	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	2	0
293240	2932408	Uibaí	0	0	0	0	0	19	12	3	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
293245	2932457	Umburanas	1	4	6	2	6	3	4	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
293250	2932507	Una	10	0	2	11	8	3	5	7	2	1	0	0	0	0	1	2	0	1	1	1	0	0	0	0	2	2	2	2	6	3
293260	2932606	Urandi	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293270	2932705	Uruçuca	1	6	10	9	5	11	11	7	5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	1	0	0	0
293280	2932804	Utinga	0	0	4	0	2	13	10	13	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
293290	2932903	Valença	20	8	17	30	45	24	25	17	14	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	2	1	1	22
293300	2933000	Valente	0	3	5	0	3	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
293305	2933059	Várzea da Roca	0	3	8	1	0	2	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
293310	2933109	Várzea do Poco	0	0	0	0	0	10	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293315	2933158	Várzea Nova	2	7	3	2	0	2	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293317	2933174	Varzedo	0	2	16	14	8	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
293320	2933208	Vera Cruz	0	4	25	7	6	4	2	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	12
293325	2933257	Vereda	0	0	0	0	0	0	2	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293330	2933307	Vitória da Conquista	1	0	6	32	17	40	12	4	0	0	18	17	23	12	26	36	20	17	31	34	0	0	0	20	1	3	33	39	37	47
293340	2933406	Wagner	0	0	10	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
293345	2933455	Wanderley	0	0	0	0	0	8	13	2	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
293350	2933505	Wenceslau Guimarães	1	1	5	7	10	6	19	25	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	5	4	1
293360	2933604	Xique-Xique	0	14	7	11	8	14	32	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
